epoch,loss
320,16247.809698360683
321,16240.222609963645
322,16232.649323175894
323,16225.058655112807
324,16217.498086366142
325,16209.935826248939
326,16202.31682020863
327,16194.728185241449
328,16187.161045616
329,16179.578111872246
330,16172.018282800342
331,16164.460982896773
332,16156.912795374004
333,16149.460542465507
334,16142.04834372054
335,16134.664129647063
336,16127.36301945719
337,16120.095310687197
338,16112.85958255865
339,16105.638886107565
340,16098.455241190304
341,16091.317794651963
342,16084.215999430406
343,16077.147437349553
344,16070.104344670512
345,16063.093833377996
346,16056.116862582085
347,16049.168319231529
348,16042.253750771384
349,16035.389802705466
350,16028.547006117518
351,16021.675594574492
352,16014.779975766303
353,16007.89835143336
354,16001.048950786766
355,15994.225967776749
356,15987.420238827426
357,15980.66077010557
358,15973.94272879085
359,15967.236434460401
360,15960.529008036538
361,15953.847291668511
362,15947.188099020766
363,15940.487135747522
364,15933.808054328494
365,15927.139822046536
366,15920.527580436432
367,15913.946136309505
368,15907.399261973898
369,15900.844430628003
370,15894.32691916415
371,15887.843464202526
372,15881.386918569422
373,15874.961669422028
374,15868.56852130163
375,15862.15471099161
376,15855.767073715599
377,15849.40614832034
378,15843.017551107481
379,15836.683485924585
380,15830.384125321343
381,15824.107024139666
382,15817.855377210395
383,15811.617297726718
384,15805.461844286881
385,15799.321389823652
386,15793.196347121055
387,15787.100446017912
388,15781.028877030503
389,15774.95068264457
390,15768.862838387999
391,15762.776080573309
392,15756.688149281073
393,15750.63701229794
394,15744.617390097725
395,15738.57812855118
396,15732.56618963593
397,15726.57730436356
398,15720.552445318564
399,15714.585514882292
400,15708.640130283598
401,15702.721322250238
402,15696.826384029646
403,15690.963924676886
404,15685.090735519352
405,15679.265944399702
406,15673.493721219937
407,15667.763774681916
408,15662.10650270494
409,15656.479611521829
410,15650.886498662385
411,15645.326236925552
412,15639.795351447008
413,15634.294127858431
414,15628.817423716826
415,15623.351122563798
416,15617.927430219652
417,15612.529755930791
418,15607.213212316301
419,15601.913689100966
420,15596.554464468927
421,15591.152961464375
422,15585.780136085807
423,15580.437675469548
424,15575.102470671414
425,15569.804399375886
426,15564.529730401535
427,15559.273406529359
428,15553.992167614135
429,15548.775879279769
430,15543.588824610802
431,15538.430243690396
432,15533.302616141573
433,15528.203456412682
434,15523.132656896307
435,15518.09563823344
436,15513.054450776159
437,15508.040202759204
438,15503.05640268661
439,15498.107262971336
440,15493.179256884037
441,15488.234506935973
442,15483.30907812575
443,15478.4088959071
444,15473.542951808906
445,15468.705156014747
446,15463.896432232092
447,15459.117482308904
448,15454.366910838671
449,15449.681014800475
450,15445.014802251982
451,15440.36647219614
452,15435.755960409342
453,15431.156279316972
454,15426.577169033282
455,15422.028011428714
456,15417.494187928669
457,15412.988448059932
458,15408.507493110692
459,15404.049038559182
460,15399.618784917759
461,15395.211250644963
462,15390.830369290563
463,15386.476936157582
464,15382.069702153853
465,15377.692546342276
466,15373.357190195018
467,15369.03816379675
468,15364.763909499801
469,15360.5208510526
470,15356.306475119547
471,15352.108633059926
472,15347.97329900954
473,15343.89927786953
474,15339.830258107624
475,15335.776765121173
476,15331.706974064233
477,15327.66441777014
478,15323.650782794073
479,15319.663686281268
480,15315.70389999161
481,15311.772879250784
482,15307.867982081692
483,15303.960253756562
484,15300.081800845985
485,15296.22920548285
486,15292.402202349924
487,15288.598425970007
488,15284.820284156354
489,15281.067624072113
490,15277.344432403812
491,15273.653733502095
492,15269.940857904914
493,15266.251455146925
494,15262.579477635105
495,15258.932782358905
496,15255.308780506135
497,15251.709948802849
498,15248.124684694074
499,15244.516746946683
500,15240.932731932768
501,15237.362280461111
502,15233.813737053171
503,15230.329066013552
504,15226.866225953028
505,15223.430000856835
506,15220.047289262347
507,15216.690173227893
508,15213.363603192543
509,15210.062213828567
510,15206.775683906717
511,15203.514858875586
512,15200.276196277495
513,15197.053861081187
514,15193.854298864819
515,15190.678349326607
516,15187.524764685744
517,15184.399729092791
518,15181.29317585008
519,15178.216855845776
520,15175.145679944184
521,15172.08375894872
522,15169.043784584985
523,15166.024198548514
524,15163.025786369357
525,15160.043391109715
526,15157.085243258434
527,15154.147993858856
528,15151.232073900132
529,15148.337625046002
530,15145.501111495363
531,15142.685467733738
532,15139.890437731248
533,15137.113858002414
534,15134.357257284204
535,15131.608379678302
536,15128.87961389843
537,15126.13704628523
538,15123.411889436384
539,15120.708941187153
540,15118.012159919068
541,15115.329576557235
542,15112.668268128058
543,15110.026384869652
544,15107.402715838813
545,15104.795435510281
546,15102.209300715307
547,15099.643326080637
548,15097.059551646722
549,15094.474426315348
550,15091.95307285513
551,15089.443077060641
552,15086.922635876728
553,15084.420918533975
554,15081.926320052175
555,15079.448661371523
556,15076.991184824372
557,15074.552824086039
558,15072.125503533296
559,15069.72014963811
560,15067.3182221992
561,15064.932821041148
562,15062.540046020602
563,15060.189148555935
564,15057.858715337838
565,15055.546139339278
566,15053.23227806814
567,15050.946097394464
568,15048.679434807604
569,15046.433216735897
570,15044.202807097157
571,15041.984467688166
572,15039.787594785144
573,15037.608028051913
574,15035.451491892647
575,15033.314758311562
576,15031.195920667611
577,15029.093815776061
578,15027.009262933234
579,15024.94293566604
580,15022.894314937641
581,15020.862968247367
582,15018.850326193124
583,15016.856229555076
584,15014.880045025877
585,15012.920930942983
586,15010.978616894623
587,15009.054669854157
588,15007.148187171662
589,15005.257527330314
590,15003.396667597144
591,15001.552909157292
592,14999.687091922056
593,14997.83983655639
594,14995.996570841971
595,14994.172803073916
596,14992.368674767187
597,14990.582177033766
598,14988.812008104287
599,14987.05790419021
