true_label,pred_prob,pred_label
0,1.3892422974877613e-05,0
1,0.933828410907809,1
1,0.8028324009057385,1
0,0.14942992798142368,0
0,0.0003988670118096967,0
0,0.0017143850719826069,0
0,0.01731507589894883,0
0,0.0038509785220046796,0
0,0.0013615206775852793,0
1,0.6963325938336553,1
0,0.0004015081094511614,0
1,0.8647443174273534,1
0,2.882873629577516e-05,0
0,7.006733298441777e-06,0
0,0.39332348815779183,0
0,6.310679913424888e-05,0
0,0.9965202290577624,1
0,0.2607510472766631,0
0,1.6407482286183728e-05,0
0,0.6611218977050008,1
0,0.01669940843361572,0
1,0.9950917091818605,1
0,0.00022092187700892472,0
0,0.007155293719159887,0
1,0.9523461838889861,1
1,0.5885387837056331,1
0,0.0007456191105252603,0
0,0.0027787659556225653,0
0,0.47353641028618215,0
0,0.0062159794454649565,0
0,0.6680307383320577,1
0,0.0039932177809605925,0
0,0.006783113838035792,0
1,0.9202074012700844,1
0,0.003971445852497844,0
0,0.9622519258496919,1
0,0.8401853428617503,1
0,2.5801352982846e-07,0
0,3.578798687866092e-05,0
0,0.0002831600215150643,0
0,1.4862306930222521e-05,0
0,0.09714911090581788,0
1,0.7701147935960978,1
1,0.8385551638798027,1
0,0.09680411168147587,0
0,0.7522949730854319,1
0,0.0016015344763371238,0
0,0.13173743399290092,0
0,0.12981176835997285,0
0,1.6073315312107245e-05,0
1,0.6552802937501252,1
0,0.008246768211174503,0
0,0.14352888417385773,0
1,0.8160704135395289,1
0,0.054212544780541445,0
0,0.8192114173459146,1
0,0.9695903513942953,1
1,0.9619220588188432,1
0,0.025370168249356177,0
0,0.004815535958856167,0
0,0.005084936225925531,0
0,0.002636375265245243,0
0,0.0008002425761467725,0
0,0.008409727559519036,0
0,0.006096733337333473,0
0,0.12818013323394323,0
0,0.0008915258154073666,0
0,0.0020003116194558506,0
1,0.08909785796019355,0
0,0.0006279501983442303,0
1,0.9857425434424458,1
0,0.8937513889245957,1
0,0.14932311222915684,0
0,3.535063283467547e-05,0
0,0.0006063117437186749,0
1,0.8530166912701801,1
0,1.8290334929616125e-05,0
0,0.2448174232473785,0
1,0.9235631642878694,1
0,0.003533196879473608,0
0,0.0008372888711568847,0
1,0.9560001731155771,1
0,0.022467121513982582,0
0,0.00039420699179727097,0
0,6.55712037079853e-05,0
0,0.005586713109672481,0
1,0.9811772741034835,1
0,0.3705158983987842,0
1,0.9554043806304815,1
1,0.9875495324254947,1
1,0.002495585710051264,0
1,0.7626043294405528,1
0,0.0006601519929309308,0
0,0.09249647524794902,0
1,0.947736654234336,1
0,0.2262995163141977,0
0,0.00020799863175020912,0
0,0.007065054528890333,0
0,0.3564169985763599,0
0,0.7951452232558829,1
1,0.9413570096185401,1
0,0.0038585724972783875,0
1,0.9159241324061798,1
1,0.5530196255689407,1
0,0.00022867411277325485,0
0,7.615086277189799e-05,0
1,0.5511183193414471,1
1,0.9883689340808759,1
0,5.622205148634138e-06,0
1,0.7024814077736103,1
0,0.9604795080720151,1
0,0.002863219942819361,0
0,0.04069279365352818,0
0,0.1391008583268354,0
0,2.4200429959181128e-05,0
0,0.49185758086263287,0
1,0.8908236114024758,1
0,0.12209953658620153,0
0,0.6677260097609179,1
0,0.09764954397112646,0
1,0.9902795890138028,1
0,2.745762487061628e-05,0
1,0.9635051929850457,1
0,0.0037960896831276676,0
1,0.965231631622052,1
0,0.5192075553554214,1
0,0.002417534843836984,0
0,0.9476916440839999,1
1,0.9678616067596891,1
0,5.9068677715992645e-09,0
0,0.005375937745713558,0
0,0.20916649890641087,0
1,0.7974031404234588,1
1,0.9164558529913707,1
0,0.555438759053997,1
0,0.0019439565076704126,0
0,0.0031640398315043086,0
0,0.1288298935958538,0
1,0.709409870327673,1
0,0.0009754878657365687,0
1,0.933348002775134,1
0,0.004382186048904697,0
0,0.0005256739626490595,0
0,0.0014035474836613024,0
0,0.00011210376770865818,0
1,0.9546869667394462,1
0,0.0477569923579276,0
0,0.3448029614180261,0
1,0.9913974585851656,1
0,1.090949637145754e-05,0
0,0.011847694589484826,0
0,9.208518262247685e-06,0
0,0.031008018323451552,0
0,0.12591045838935824,0
0,0.0919686239109295,0
0,0.12939284644885737,0
1,0.8192762397841746,1
1,0.8994513957288314,1
0,0.08098998931145773,0
0,0.5594840990001536,1
0,1.8344208654905717e-08,0
1,0.600303435940019,1
0,0.11977649153960733,0
0,0.40040650065620453,0
1,0.8049912476039127,1
0,0.0023850795719025345,0
0,2.417382698608736e-05,0
0,0.32011945899255273,0
1,0.0023400911271174206,0
0,0.9638276195347468,1
0,0.0016056057029796614,0
1,0.6853567243867977,1
1,0.03972502172528711,0
0,0.00019915723968982958,0
0,0.001937208426804352,0
0,0.015627297874698985,0
1,0.9698224445241623,1
0,0.38165566331413925,0
1,0.8793624943903408,1
1,0.9545447268506632,1
0,0.0008274900363845133,0
1,0.8215471292962417,1
1,0.7471207516541933,1
0,0.0027591284153978307,0
1,0.9904797577723208,1
0,0.5950353517100323,1
0,0.00013023117245731047,0
1,0.9888773074500832,1
0,0.0847785428187646,0
0,0.17777553087643166,0
0,6.239951501205598e-06,0
0,0.03777515894376597,0
0,0.00428517241473049,0
1,0.7060315605182615,1
1,0.672161453582073,1
0,0.36766438380391137,0
0,0.6772781779899136,1
0,0.013777896146769482,0
0,4.332275837282844e-06,0
0,0.0074539059912616225,0
0,3.14760366123262e-05,0
0,0.0042405505288370384,0
0,0.05322646041491215,0
0,0.011550383708888654,0
0,2.4486196444988025e-05,0
0,0.027381303389297798,0
1,0.9313785433565307,1
1,0.6745564879940487,1
0,0.029643309548973883,0
0,0.037822571882034646,0
1,0.36220803825312053,0
0,0.09807574536649412,0
0,0.00019976194588814487,0
0,6.376749723574371e-05,0
0,0.05678756292978717,0
0,0.8998772562394493,1
0,0.33286930062893755,0
0,0.006674656098943112,0
0,0.0020286914360919143,0
0,6.11978748113196e-05,0
0,0.024630215605550208,0
0,0.00011837434154309298,0
0,0.6638275583743466,1
0,0.35135016018644893,0
0,0.01733396834927704,0
0,0.8138081473262785,1
